Standard Make,Standard Model,Standard Hierarchy Value,Classification Type,Confirmed Model Years,First Confirmed Model Year,Last Confirmed Model Year,Non-Contiguous Year Segments,Lifecycle Status,Validation Status,Source Organization Count,Source Dataset Count,Primary Source Organization,Primary Source Document,Primary Source URL,Secondary Source Organization,Secondary Source Document,Secondary Source URL,Source Access Date,Catalog Origin,Present in Original Source,Raw Source Value,Notes
Mercedes-Benz,C-Class,C240,Trim,2001-2005,2001,2005,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,C240,
Mercedes-Benz,C-Class,C280,Trim,1994-2000; 2006-2007,1994,2007,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,C280,
Mercedes-Benz,C-Class,C320,Trim,2001-2005,2001,2005,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,C320,
Mercedes-Benz,C-Class,C36,Trim,1995-1997,1995,1997,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,C36,
Mercedes-Benz,C-Class,C43,Trim,1998-2000; 2017-2026,1998,2026,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,C43,
Mercedes-Benz,CL-Class,AMG,Series,2001-2006; 2008-2014,2001,2014,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,CL-Class,Cl500,Trim,1998-2006,1998,2006,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CL500,
Mercedes-Benz,CL-Class,Cl55,Trim,2001-2006,2001,2006,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CL55,
Mercedes-Benz,CL-Class,Cl600,Trim,1998-1999; 2001-2014,1998,2014,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CL600,
Mercedes-Benz,CLA-Class,AMG,Series,2014-2026,2014,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,CLA-Class,Cla250,Trim,2012-2027,2012,2027,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLA250,
Mercedes-Benz,CLA-Class,Cla35,Trim,2020-2026,2020,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLA35,
Mercedes-Benz,CLA-Class,Cla45,Trim,2014-2026,2014,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLA45,
Mercedes-Benz,CLE-Class,AMG,Series,2024-2026,2024,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,CLE-Class,Cle53,Trim,2024-2026,2024,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLE53,
Mercedes-Benz,CLK-Class,AMG,Series,2001-2008,2001,2008,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,CLK-Class,Clk320,Trim,1998-2005,1998,2005,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLK320,
Mercedes-Benz,CLK-Class,Clk350,Trim,2006-2010,2006,2010,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLK350,
Mercedes-Benz,CLK-Class,Clk430,Trim,1999-2003,1999,2003,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLK430,
Mercedes-Benz,CLK-Class,Clk500,Trim,2003-2006,2003,2006,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLK500,
Mercedes-Benz,CLK-Class,Clk63,Trim,2007-2008,2007,2008,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLK63,
Mercedes-Benz,CLS-Class,AMG,Series,2006-2021,2006,2021,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,CLS-Class,Cls500,Trim,2004; 2006,2004,2006,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLS500,
Mercedes-Benz,CLS-Class,Cls53,Trim,2019-2021,2019,2021,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLS53,
Mercedes-Benz,E-Class,AMG,Series,1999-2023; 2025-2026,1999,2026,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,E-Class,E300,Trim,1995-1999; 2001; 2017-2019,1995,2019,3,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,E300,
Mercedes-Benz,E-Class,E320,Trim,1994-2009,1994,2009,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,E320,
Mercedes-Benz,E-Class,E420,Trim,1994-1995; 1997,1994,1997,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,E420,
Mercedes-Benz,E-Class,E430,Trim,1998-2002,1998,2002,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,E430,
Mercedes-Benz,E-Class,E53,Trim,2019-2023; 2025-2026,2019,2026,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,E53,
Mercedes-Benz,E-Class,E55,Trim,1999-2006,1999,2006,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,E55,
Mercedes-Benz,E-Class,Station,Trim,2015; 2017-2018; 2020; 2022-2023; 2026,2015,2026,5,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,STATION,
Mercedes-Benz,G-Class,AMG,Series,2003-2011; 2013-2026,2003,2026,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,G-Class,G500,Trim,2002-2008,2002,2008,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,G500,
Mercedes-Benz,G-Class,G55,Trim,2003-2011,2003,2011,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,G55,
Mercedes-Benz,G-Class,G63,Trim,2013-2026,2013,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,G63,
Mercedes-Benz,GL-Class,Gl320,Trim,2006-2008,2006,2008,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GL320,
Mercedes-Benz,GL-Class,Gl450,Trim,2007-2017,2007,2017,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GL450,
Mercedes-Benz,GLA-Class,AMG,Series,2014-2019; 2021-2026,2014,2026,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,GLA-Class,Gla45,Trim,2014-2019; 2021-2023,2014,2023,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GLA45,
Mercedes-Benz,GLB-Class,AMG,Series,2021-2026,2021,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,GLB-Class,Glb35,Trim,2021-2026,2021,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GLB35,
Mercedes-Benz,GLC-Class,AMG,Series,2017-2026,2017,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,GLC-Class,Glc350E,Trim,2018-2020; 2025,2018,2025,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GLC350E,
Mercedes-Benz,GLC-Class,Glc43,Trim,2017-2026,2017,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GLC43,
Mercedes-Benz,GLC-Class,Glc63,Trim,2018-2021; 2025,2018,2025,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GLC63,
Mercedes-Benz,GLE-Class,AMG,Series,2016-2019; 2021-2026,2016,2026,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,GLE-Class,Gle53,Trim,2021-2026,2021,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GLE53,
Mercedes-Benz,GLK-Class,Glk350,Trim,2006-2007; 2010-2015,2006,2015,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GLK350,
Mercedes-Benz,GLS-Class,AMG,Series,2017-2019; 2021-2026,2017,2026,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,GLS-Class,Gls63,Trim,2017-2019; 2021-2026,2017,2026,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GLS63,
Mercedes-Benz,M-Class,Ml320,Trim,1998-2003; 2007-2008,1998,2008,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,ML320,
Mercedes-Benz,M-Class,Ml350,Trim,2001; 2003-2015,2001,2015,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,ML350,
Mercedes-Benz,M-Class,Ml430,Trim,1990; 1999-2001,1990,2001,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,ML430,
Mercedes-Benz,M-Class,Ml55,Trim,2000-2003,2000,2003,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,ML55,
Mercedes-Benz,S-Class,AMG,Series,2001-2021; 2025,2001,2025,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,S-Class,S320,Trim,1994-1999,1994,1999,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,S320,
Mercedes-Benz,S-Class,S420,Trim,1994-1999,1994,1999,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,S420,
Mercedes-Benz,S-Class,S430,Trim,2000-2006,2000,2006,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,S430,
Mercedes-Benz,S-Class,S500,Trim,1993-2006; 2021-2026,1993,2026,2,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,S500,
Mercedes-Benz,S-Class,S55,Trim,2001-2006,2001,2006,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,S55,
Mercedes-Benz,S-Class,S560E,Trim,2019-2020,2019,2020,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,S560E,
Mercedes-Benz,S-Class,S600,Trim,1993-1999; 2001-2013; 2015-2017,1993,2017,3,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,S600,
Mercedes-Benz,SL-Class,Sl320,Trim,1994-2000,1994,2000,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,SL320,
Mercedes-Benz,SL-Class,Sl500,Trim,1992-2006,1992,2006,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,SL500,
Mercedes-Benz,SL-Class,Sl600,Trim,1993-2002; 2004-2009,1993,2009,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,SL600,
Mercedes-Benz,SLK-Class,Slk230,Trim,1998-2004,1998,2004,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,SLK230,
Mercedes-Benz,SLK-Class,Slk320,Trim,2001-2004,2001,2004,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,SLK320,
Mini,Clubman,Cooper,Trim,2011-2014; 2016-2024,2011,2024,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,COOPER,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.
